Object;Year;Month;Day;Hours;Minutes;Distance (LD);Velocity (km/s);Impact Probability;Hazard Scale;Danger;Diameter;Id;Range
(2017 QU34)          ; 2017;Aug; 25;7;41;2.8;14.8;1.20E-05;-6.8;0;9.4;;3                                                                                                                                                                                                                                                              
(2017 RC)            ; 2017;Aug; 28;17;17;2.4;10.1;4.50E-05;-6.5;0;11.5;;3                                                                                                                                                                                                                                                              
(2017 RH16)          ; 2017;Aug; 31;11;16;2.2;12.5;6.40E-05;-4.8;0;32.5;;3                                                                                                                                                                                                                                                              
(2017 RJ2)           ; 2017;Sep; 15;22;29;1.4;15.9;1.90E-06;-7.4;0;13.8;;3                                                                                                                                                                                                                                                              
(2017 RK2)           ; 2017;Sep; 17;21;16;2.5;7.7;8.60E-06;-6.8;0;10.8;;3                                                                                                                                                                                                                                                              
(2017 RN16)          ; 2017;Sep; 10;22;16;1.3;8.3;5.40E-05;-6.7;0;6.6;;3                                                                                                                                                                                                                                                              
(2017 RP16)          ; 2017;Sep; 10;0;15;2.2;10.2;4.10E-06;-7.1;0;15.8;;3                                                                                                                                                                                                                                                              
(2017 RU2)           ; 2017;Sep; 18;21;24;6.8;8.9;5.70E-07;-6.9;0;30.5;;3                                                                                                                                                                                                                                                              
(2017 RV2)           ; 2017;Sep; 12;2;24;2.2;6.7;0.00011 ;-5.7;0;24.5;;3                                                                                                                                                                                                                                                              
(2017 RZ15)          ; 2017;Sep; 03;10;12;5.9;7.5;5.00E-05;-6;0;15.9;;3                                                                                                                                                                                                                                                              
(2017 SA20)          ; 2017;Sep; 19;22;27;1.5;5.9;0.0033  ;-4.4;0;9.5;;3                                                                                                                                                                                                                                                              
(2017 SA21)          ; 2017;Sep; 27;8;2;1.5;10.1;4.00E-07;-7.9;0;9.3;;3                                                                                                                                                                                                                                                              
(2017 SE33)          ; 2017;Sep; 19;0;11;7.2;8.8;1.20E-07;-8.8;0;12.3;;3                                                                                                                                                                                                                                                              
(2017 SF20)          ; 2017;Sep; 26;14;46;1.8;10.6;0.00027 ;-4.7;0;9.4;;3                                                                                                                                                                                                                                                              
(2017 SQ2)           ; 2017;Sep; 14;16;14;0.5;10.1;1.60E-07;-7.5;0;29;;3                                                                                                                                                                                                                                                              
(2017 SS12)          ; 2017;Sep; 24;15;32;0.7;10.3;1.70E-06;-7.4;0;16;;3                                                                                                                                                                                                                                                              
(2017 SU17)          ; 2017;Sep; 24;8;12;0.7;8.4;2.60E-05;-6.8;0;10.8;;3                                                                                                                                                                                                                                                              
(2017 TB)            ; 2017;Oct; 05;19;44;1.1;6;5.10E-05;-7.2;0;6.5;;3                                                                                                                                                                                                                                                              
(2017 TP2)           ; 2017;Oct; 08;15;0;19.4;9.7;1.30E-07;-6.9;1;53;;3                                                                                                                                                                                                                                                              
(2017 TU1)           ; 2017;Oct; 13;12;21;5.2;10.4;4.50E-06;-6.7;0;25.5;;3                                                                                                                                                                                                                                                              
(2002 CB19)          ; 2018;Feb; 02;21;21;10.4;15.6;0.72    ;-8.7;1;43;;4                                                                                                                                                                                                                                                              
(2004 FH)            ; 2018;Jan; 10;13;45;20;8.5;5.40E-06;-6.6;0;31;;4                                                                                                                                                                                                                                                              
(2005 TA)            ; 2018;Dec; 27;22;43;52.7;8.6;2.00E-05;-6.7;0;15.8;;4                                                                                                                                                                                                                                                              
(2005 TH50)          ; 2018;Sep; 28;8;35;61.4;10;5.50E-05;-6.3;0;10.8;;4                                                                                                                                                                                                                                                              
(2006 HE2)           ; 2018;Oct; 07;3;40;37.2;7.8;1.10E-06;-7.3;0;21.5;;4                                                                                                                                                                                                                                                              
(2007 UD6)           ; 2018;Jun; 26;5;21;28.6;8;8.80E-05;-6.5;0;9.4;;4                                                                                                                                                                                                                                                              
(2007 WP3)           ; 2018;Jun; 16;15;48;68;15.7;7.70E-06;-5;1;86.5;;4                                                                                                                                                                                                                                                              
(2010 VQ)            ; 2018;Nov; 07;14;24;15.6;3.8;0.00014 ;-5.3;0;12.3;;4                                                                                                                                                                                                                                                              
(2011 FQ6)           ; 2018;Aug; 06;2;16;36.5;12.3;6.50E-05;-5.8;0;12.3;;4                                                                                                                                                                                                                                                              
(2012 CU)            ; 2018;Oct; 14;6;59;23.7;12.8;1.20E-06;-6.9;0;26;;4                                                                                                                                                                                                                                                              
(2012 WS3)           ; 2018;May; 16;7;40;37.1;11.5;1.20E-05;-6.6;0;27.5;;4                                                                                                                                                                                                                                                              
(2013 QM48)          ; 2018;Mar; 28;2;5;33.9;6.7;3.80E-06;-7.6;0;14.4;;4                                                                                                                                                                                                                                                              
(2014 GQ17)          ; 2018;Jun; 16;16;40;33.3;8.1;5.20E-05;-6.3;0;16.5;;4                                                                                                                                                                                                                                                              
(2016 EO28)          ; 2018;Oct; 31;21;0;52.5;10.9;0.00059 ;-4.9;0;6.2;;4                                                                                                                                                                                                                                                              
(2016 FV13)          ; 2018;Jun; 06;6;10;58.7;9.1;2.50E-05;-5.3;0;29.5;;4                                                                                                                                                                                                                                                              
(2016 SR2)           ; 2018;Mar; 28;14;8;18.6;7.3;3.90E-07;-7.6;0;24.5;;4                                                                                                                                                                                                                                                              
(2016 TY55)          ; 2018;May; 14;3;20;50.4;3.2;0.00011 ;-5.2;0;18;;4                                                                                                                                                                                                                                                              
(2016 TY55)          ; 2018;Feb; 13;12;15;46;3.5;0.00011 ;-5.2;0;18;;4                                                                                                                                                                                                                                                              
(2016 VB1)           ; 2018;Nov; 23;17;32;58.5;10.8;0.0011  ;-5.6;0;8.1;;4                                                                                                                                                                                                                                                              
(2017 JB2)           ; 2018;May; 15;6;58;71.5;7;9.70E-07;-8.8;0;6.6;;4                                                                                                                                                                                                                                                              
(2017 OM1)           ; 2018;Jul; 20;8;20;61.3;19.9;2.10E-06;-5.2;1;93.5;;4                                                                                                                                                                                                                                                              
(2017 RH16)          ; 2018;Dec; 05;13;24;36.9;15.5;6.40E-05;-4.8;0;32.5;;4                                                                                                                                                                                                                                                              
(2001 GP2)           ; 2019;May; 04;14;31;62.6;7.3;0.00021 ;-5;0;18;;4                                                                                                                                                                                                                                                              
(2004 DA53)          ; 2019;Mar; 31;8;40;67.6;7.3;9.00E-06;-6.9;0;10.8;;4                                                                                                                                                                                                                                                              
(2007 YS56)          ; 2019;Jan; 01;16;32;46.8;6.5;4.20E-06;-6.4;0;31;;4                                                                                                                                                                                                                                                              
(2008 CT1)           ; 2019;Oct; 23;14;19;48.6;10.4;6.10E-05;-6.2;0;12.3;;4                                                                                                                                                                                                                                                              
(2008 EA9)           ; 2019;Nov; 23;17;50;10.5;2.2;2.30E-05;-6.7;0;12.3;;4                                                                                                                                                                                                                                                              
(2009 YR)            ; 2019;Sep; 12;0;30;73.5;8.9;1.10E-05;-6.9;0;10.8;;4                                                                                                                                                                                                                                                              
(2010 GV23)          ; 2019;Sep; 17;9;19;65;4.3;7.30E-07;-8;0;13;;4                                                                                                                                                                                                                                                              
(2010 GV23)          ; 2019;Jun; 10;6;29;45.6;4.3;7.30E-07;-8;0;13;;4                                                                                                                                                                                                                                                              
(2010 RM80)          ; 2019;May; 04;7;56;49.3;8.9;1.10E-05;-7.3;0;11.5;;4                                                                                                                                                                                                                                                              
(2011 ES4)           ; 2019;Mar; 04;5;13;59.2;12.2;5.40E-05;-5.2;0;31;;4                                                                                                                                                                                                                                                              
(2011 TO)            ; 2019;Sep; 30;18;39;46;12.1;6.00E-06;-5.9;0;24;;4                                                                                                                                                                                                                                                              
(2012 DW60)          ; 2019;Aug; 21;17;27;60.4;3.5;0.0001  ;-5.4;0;21.5;;4                                                                                                                                                                                                                                                              
(2012 DW60)          ; 2019;May; 22;2;20;44.4;4.2;0.0001  ;-5.4;0;21.5;;4                                                                                                                                                                                                                                                              
(2012 DW60)          ; 2019;Feb; 09;7;38;73.8;3.1;0.0001  ;-5.4;0;21.5;;4                                                                                                                                                                                                                                                              
(2012 WS3)           ; 2019;Nov; 22;14;54;67.9;13.9;1.20E-05;-6.6;0;27.5;;4                                                                                                                                                                                                                                                              
(2014 JU15)          ; 2019;Jun; 04;20;30;38.8;10.2;5.60E-05;-5.2;1;47;;4                                                                                                                                                                                                                                                              
(2014 QF33)          ; 2019;Aug; 24;10;52;69.7;28.7;1.40E-07;-6.1;1;79;;4                                                                                                                                                                                                                                                              
(2014 TL)            ; 2019;Mar; 27;10;54;22.4;12.4;6.30E-06;-7;0;11.7;;4                                                                                                                                                                                                                                                              
(2015 EG)            ; 2019;Mar; 04;20;59;1.1;9.6;1.30E-07;-7.6;0;31;;4                                                                                                                                                                                                                                                              
(2016 AB166)         ; 2019;Jul; 04;6;6;51.9;18.9;3.10E-07;-6.3;1;56.5;;4                                                                                                                                                                                                                                                              
(2016 TH)            ; 2019;Mar; 31;18;3;47.7;4;9.30E-06;-7.6;0;5.7;;4                                                                                                                                                                                                                                                              
(2016 TQ54)          ; 2019;Jan; 31;20;3;65.3;14.1;1.70E-06;-7.7;0;15.8;;4                                                                                                                                                                                                                                                              
(2016 TY55)          ; 2019;Apr; 18;13;58;59;8.8;0.00011 ;-5.2;0;18;;4                                                                                                                                                                                                                                                              
(2017 RC)            ; 2019;May; 09;15;36;14.4;10.6;4.50E-05;-6.5;0;11.5;;4                                                                                                                                                                                                                                                              
(2017 TB)            ; 2019;May; 22;4;4;74.5;4.6;5.10E-05;-7.2;0;6.5;;4                                                                                                                                                                                                                                                              
(2017 TB)            ; 2019;Jan; 24;11;57;60.2;5.6;5.10E-05;-7.2;0;6.5;;4                                                                                                                                                                                                                                                              
(2001 GP2)           ; 2020;Oct; 01;14;59;6.1;2.2;0.00021 ;-5;0;18;;4                                                                                                                                                                                                                                                              
(2007 UN12)          ; 2020;Jul; 04;9;37;16.6;2.9;0.00025 ;-6.7;0;7.9;;4                                                                                                                                                                                                                                                              
(2008 EA9)           ; 2020;Apr; 25;18;4;28.6;1.3;2.30E-05;-6.7;0;12.3;;4                                                                                                                                                                                                                                                              
(2008 GM2)           ; 2020;Oct; 25;23;49;17.6;3.6;3.80E-05;-7;0;9.4;;4                                                                                                                                                                                                                                                              
(2009 YR)            ; 2020;Dec; 28;8;13;51.3;7.2;1.10E-05;-6.9;0;10.8;;4                                                                                                                                                                                                                                                              
(2010 GH7)           ; 2020;Feb; 04;10;52;34.6;7;0.00014 ;-5.9;0;15.1;;4                                                                                                                                                                                                                                                              
(2010 JL88)          ; 2020;Nov; 05;22;4;10.4;15.7;5.70E-05;-5.9;0;19;;4                                                                                                                                                                                                                                                              
(2011 CA7)           ; 2020;Feb; 06;11;4;28.9;11.2;5.40E-07;-9.1;0;3.8;;4                                                                                                                                                                                                                                                              
(2011 CL50)          ; 2020;Dec; 24;12;41;3.1;3.4;5.00E-05;-6.9;0;13;;4                                                                                                                                                                                                                                                              
(2011 ES4)           ; 2020;Sep; 01;14;49;0.2;8.3;5.40E-05;-5.2;0;31;;4                                                                                                                                                                                                                                                              
(2011 TO)            ; 2020;Dec; 25;0;19;66.5;6.4;6.00E-06;-5.9;0;24;;4                                                                                                                                                                                                                                                              
(2012 DJ54)          ; 2020;Oct; 17;22;55;61.6;10.1;0.00023 ;-6;0;8.1;;4                                                                                                                                                                                                                                                              
(2013 EC20)          ; 2020;Jun; 09;19;56;26.2;4.6;3.20E-07;-9.2;0;6.8;;4                                                                                                                                                                                                                                                              
(2013 EC20)          ; 2020;Jan; 01;3;31;63;2.8;3.20E-07;-9.2;0;6.8;;4                                                                                                                                                                                                                                                              
(2015 XR169)         ; 2020;Jan; 05;10;26;48.7;6.7;8.10E-05;-6.6;0;7.9;;4                                                                                                                                                                                                                                                              
(2016 AF2)           ; 2020;Dec; 27;7;44;7.3;5.3;2.60E-07;-8.2;0;11.5;;4                                                                                                                                                                                                                                                              
(2016 DY30)          ; 2020;Jul; 19;5;32;9;15.1;7.70E-07;-8.3;0;3.4;;4                                                                                                                                                                                                                                                              
(2016 EV84)          ; 2020;Mar; 03;6;11;61.4;10;2.80E-06;-6.8;0;19;;4                                                                                                                                                                                                                                                              
(2016 FV13)          ; 2020;Aug; 02;7;39;33.8;11.1;2.50E-05;-5.3;0;29.5;;4                                                                                                                                                                                                                                                              
(2016 TQ18)          ; 2020;Jul; 27;2;51;59.3;13.2;6.60E-06;-6.2;0;22.5;;4                                                                                                                                                                                                                                                              
(2017 RZ15)          ; 2020;Jan; 15;13;57;12.1;7.4;5.00E-05;-6;0;15.9;;4                                                                                                                                                                                                                                                              
(2017 TB)            ; 2020;Apr; 12;15;41;60.1;10.4;5.10E-05;-7.2;0;6.5;;4                                                                                                                                                                                                                                                              
410777 (2009 FD)     ; 2020;Nov; 03;17;24;67.4;21.1;0.0016  ;-1.8;2;165;;4                                                                                                                                                                                                                                                              
(2000 LG6)           ; 2021;Dec; 28;13;24;64.4;4.6;0.0019  ;-5.5;0;6.8;;4                                                                                                                                                                                                                                                              
(2004 FH)            ; 2021;Feb; 24;5;40;24.6;5.7;5.40E-06;-6.6;0;31;;4                                                                                                                                                                                                                                                              
(2004 VM24)          ; 2021;Nov; 25;1;13;70.3;7.5;2.30E-05;-5.7;0;31;;4                                                                                                                                                                                                                                                              
(2007 UN12)          ; 2021;Jan; 08;0;7;37.1;2;0.00025 ;-6.7;0;7.9;;4                                                                                                                                                                                                                                                              
(2008 DB)            ; 2021;Feb; 10;4;50;13.7;6;3.70E-05;-5;0;31;;4                                                                                                                                                                                                                                                              
(2011 UC64)          ; 2021;Oct; 19;17;56;38.3;17;1.70E-05;-7;0;11.5;;4                                                                                                                                                                                                                                                              
(2012 SU9)           ; 2021;Oct; 04;13;7;77.7;7.8;1.40E-06;-7.4;0;15.8;;4                                                                                                                                                                                                                                                              
(2014 HB177)         ; 2021;Sep; 23;0;26;27.9;4.3;1.70E-06;-7.7;0;10.2;;4                                                                                                                                                                                                                                                              
(2014 QF33)          ; 2021;Nov; 30;10;11;53.5;27;1.40E-07;-6.1;1;79;;4                                                                                                                                                                                                                                                              
(2014 UX34)          ; 2021;Apr; 21;6;8;44.6;23.5;1.30E-08;-6.4;2;158.5;;4                                                                                                                                                                                                                                                              
(2014 WZ365)         ; 2021;Dec; 04;10;6;29.1;9.1;0.28    ;-9.7;0;27.5;;4                                                                                                                                                                                                                                                              
(2016 JB18)          ; 2021;Dec; 27;12;10;65.4;8.2;6.90E-05;-5.8;0;15.1;;4                                                                                                                                                                                                                                                              
(2016 TM)            ; 2021;Jun; 05;17;8;36.2;7.1;2.10E-07;-8.3;0;13.7;;4                                                                                                                                                                                                                                                              
(2017 HG4)           ; 2021;Apr; 16;17;16;7.6;4.1;3.90E-05;-6.6;0;12.9;;4                                                                                                                                                                                                                                                              
99942 Apophis (2004 M; 2021;Mar; 06;1;15;43.8;4.6;8.90E-06;-2.9;1;495;;4                                                                                                                                                                                                                                                              
(2001 BA16)          ; 2022;Jun; 24;5;38;46.8;4.2;9.90E-06;-5.3;0;27.5;;4                                                                                                                                                                                                                                                              
(2001 BA16)          ; 2022;Mar; 21;3;35;46.7;3.5;9.90E-06;-5.3;0;27.5;;4                                                                                                                                                                                                                                                              
(2003 YS70)          ; 2022;Dec; 12;22;53;10.7;4.1;1.70E-05;-7.3;0;6.5;;4                                                                                                                                                                                                                                                              
(2006 WV)            ; 2022;May; 09;11;38;71.5;20.1;2.90E-08;-8.7;0;15.8;;4                                                                                                                                                                                                                                                              
(2008 GM2)           ; 2022;Apr; 14;2;4;69.4;9.6;3.80E-05;-7;0;9.4;;4                                                                                                                                                                                                                                                              
(2010 RF12)          ; 2022;Sep; 23;15;30;26.7;3.3;0.05    ;-3.3;0;10.2;;4                                                                                                                                                                                                                                                              
(2010 VQ)            ; 2022;Dec; 01;17;23;12.1;3.9;0.00014 ;-5.3;0;12.3;;4                                                                                                                                                                                                                                                              
(2012 SU9)           ; 2022;Dec; 27;7;52;64.3;7.5;1.40E-06;-7.4;0;15.8;;4                                                                                                                                                                                                                                                              
(2012 TV)            ; 2022;Apr; 05;3;54;19.1;18.1;3.10E-06;-5.8;1;39;;4                                                                                                                                                                                                                                                              
(2013 PS13)          ; 2022;Aug; 01;15;22;57.6;21.6;2.40E-06;-6.8;0;15.8;;4                                                                                                                                                                                                                                                              
(2014 CE)            ; 2022;Feb; 08;3;11;46.3;16.5;2.00E-06;-7.1;0;18;;4                                                                                                                                                                                                                                                              
(2014 HN2)           ; 2022;Mar; 17;5;25;48.4;6.4;9.80E-09;-9.2;0;21.5;;4                                                                                                                                                                                                                                                              
(2015 RN35)          ; 2022;Dec; 15;6;47;1.7;5.9;4.00E-07;-6.2;1;102;;4                                                                                                                                                                                                                                                              
(2015 WP2)           ; 2022;Jun; 25;19;40;16.5;11.5;7.60E-05;-7.1;0;4.1;;4                                                                                                                                                                                                                                                              
(2016 DB)            ; 2022;May; 29;23;32;21.8;8.3;0.5     ;-11;0;8.7;;4                                                                                                                                                                                                                                                              
(2016 WN7)           ; 2022;Jan; 17;23;24;52.1;5.3;2.60E-06;-7.3;0;11.5;;4                                                                                                                                                                                                                                                              
(2017 OE7)           ; 2022;Jun; 30;2;13;73.1;10.3;2.90E-05;-5.7;0;24;;4                                                                                                                                                                                                                                                              
(2002 CB19)          ; 2023;Aug; 05;20;16;39.2;18.3;0.72    ;-8.7;1;43;;4                                                                                                                                                                                                                                                              
(2012 KP24)          ; 2023;May; 31;19;29;10.8;12.3;3.40E-07;-6.6;0;22.5;;4                                                                                                                                                                                                                                                              
(2014 KS76)          ; 2023;Jul; 24;5;12;63;5.9;4.40E-07;-7.6;0;20.5;;4                                                                                                                                                                                                                                                              
(2014 LJ)            ; 2023;Jan; 14;8;10;5;3.5;1.50E-05;-7.8;0;8.7;;4                                                                                                                                                                                                                                                              
(2014 WZ365)         ; 2023;Oct; 03;20;18;58;15.7;0.28    ;-9.7;0;27.5;;4                                                                                                                                                                                                                                                              
(2015 VL64)          ; 2023;Jan; 08;17;40;71.4;7;3.00E-06;-8;0;9.4;;4                                                                                                                                                                                                                                                              
(2016 EU84)          ; 2023;Oct; 13;4;51;64.9;4.6;1.10E-06;-8.4;0;6.8;;4                                                                                                                                                                                                                                                              
(2016 JY5)           ; 2023;Dec; 05;11;23;38.7;3.7;1.90E-08;-9.3;0;16.5;;4                                                                                                                                                                                                                                                              
(2016 WY)            ; 2023;Nov; 02;9;49;9.1;4;0.0001  ;-6.6;0;5.7;;4                                                                                                                                                                                                                                                              
(2017 HZ4)           ; 2023;Feb; 13;6;20;44.8;9.3;1.60E-05;-5.6;0;29;;4                                                                                                                                                                                                                                                              
(2004 DA53)          ; 2024;Apr; 18;0;0;72.9;7.3;9.00E-06;-6.9;0;10.8;;4                                                                                                                                                                                                                                                              
(2004 FH)            ; 2024;Mar; 22;14;15;36.2;10;5.40E-06;-6.6;0;31;;4                                                                                                                                                                                                                                                              
(2007 XB23)          ; 2024;Dec; 11;18;7;1.2;4.8;6.70E-07;-7.8;0;16.5;;4                                                                                                                                                                                                                                                              
(2008 LD)            ; 2024;May; 28;12;1;7.2;4.5;9.30E-05;-7.1;0;7.2;;4                                                                                                                                                                                                                                                              
(2010 RF12)          ; 2024;Mar; 01;10;32;71.7;10.6;0.05    ;-3.3;0;10.2;;4                                                                                                                                                                                                                                                              
